îCà”ä˙ä‘É_ÉÄèîó åüçıåãâ 
êÖånñº,ãgñÏêÏ
âÕêÏñº,ãgñÏêÏ
äœë™èäñº,ëÅñæâYÉ_ÉÄÅiã@ç\Åj
äœë™èäãLçÜ,1368080700010
#
#îNåéì˙,éûçè,ó¨àÊïΩãœâJó ,ó¨àÊïΩãœâJó ëÆê´,íôêÖó ,íôêÖó ëÆê´,ó¨ì¸ó ,ó¨ì¸ó ëÆê´,ï˙ó¨ó ,ï˙ó¨ó ëÆê´,íôêÖó¶,íôêÖó¶ëÆê´
#ëÆê´Å@$:åáë™ -:ñ¢éÛêM
#
2020/1/1,01:00,0.0, ,145640, ,12.50, ,0.00, ,100.0, 
2020/1/1,02:00,0.0, ,145690, ,9.91, ,0.00, ,100.0, 
2020/1/1,03:00,0.0, ,145690, ,5.90, ,0.00, ,100.0, 
2020/1/1,04:00,0.0, ,145740, ,8.49, ,0.00, ,100.0, 
2020/1/1,05:00,0.0, ,145740, ,5.66, ,0.00, ,100.0, 
2020/1/1,06:00,0.0, ,145740, ,0.00, ,0.00, ,100.0, 
2020/1/1,07:00,0.0, ,145740, ,9.48, ,19.00, ,100.0, 
2020/1/1,08:00,0.0, ,145690, ,15.66, ,22.70, ,100.0, 
2020/1/1,09:00,0.0, ,145640, ,5.55, ,22.60, ,100.0, 
2020/1/1,10:00,0.0, ,145640, ,7.39, ,0.00, ,100.0, 
2020/1/1,11:00,0.0, ,145640, ,0.00, ,0.00, ,100.0, 
2020/1/1,12:00,0.0, ,145690, ,3.77, ,0.00, ,100.0, 
2020/1/1,13:00,0.0, ,145740, ,11.79, ,0.00, ,100.0, 
2020/1/1,14:00,0.0, ,145790, ,13.91, ,0.00, ,100.0, 
2020/1/1,15:00,0.0, ,145840, ,14.86, ,0.00, ,100.0, 
2020/1/1,16:00,0.0, ,145840, ,12.27, ,0.00, ,100.0, 
2020/1/1,17:00,0.0, ,145840, ,9.54, ,19.20, ,100.0, 
2020/1/1,18:00,0.0, ,145790, ,28.87, ,46.10, ,100.0, 
2020/1/1,19:00,0.0, ,145640, ,20.00, ,62.10, ,100.0, 
2020/1/1,20:00,0.0, ,145430, ,12.16, ,62.80, ,100.0, 
2020/1/1,21:00,0.0, ,145380, ,13.17, ,31.70, ,100.0, 
2020/1/1,22:00,0.0, ,145380, ,10.51, ,0.00, ,100.0, 
2020/1/1,23:00,0.0, ,145380, ,0.00, ,0.00, ,100.0, 
2020/1/1,24:00,0.0, ,145430, ,10.61, ,0.00, ,100.0, 
2020/1/2,01:00,0.0, ,145490, ,9.90, ,0.00, ,100.0, 
2020/1/2,02:00,0.0, ,145540, ,9.66, ,0.00, ,100.0, 
2020/1/2,03:00,0.0, ,145540, ,12.25, ,0.00, ,100.0, 
2020/1/2,04:00,0.0, ,145540, ,0.00, ,0.00, ,100.0, 
2020/1/2,05:00,0.0, ,145590, ,10.84, ,0.00, ,100.0, 
2020/1/2,06:00,0.0, ,145590, ,3.30, ,0.00, ,100.0, 
2020/1/2,07:00,0.0, ,145590, ,9.59, ,19.30, ,100.0, 
2020/1/2,08:00,0.0, ,145430, ,12.72, ,45.90, ,100.0, 
2020/1/2,09:00,0.0, ,145430, ,2.30, ,0.00, ,100.0, 
2020/1/2,10:00,0.0, ,145430, ,0.00, ,0.00, ,100.0, 
2020/1/2,11:00,0.0, ,145490, ,2.83, ,0.00, ,100.0, 
2020/1/2,12:00,0.0, ,145490, ,11.31, ,0.00, ,100.0, 
2020/1/2,13:00,0.0, ,145540, ,13.67, ,0.00, ,100.0, 
2020/1/2,14:00,0.0, ,145590, ,10.84, ,0.00, ,100.0, 
2020/1/2,15:00,0.0, ,145640, ,10.85, ,0.00, ,100.0, 
2020/1/2,16:00,0.0, ,145690, ,11.32, ,0.00, ,100.0, 
2020/1/2,17:00,0.0, ,145690, ,19.52, ,19.30, ,100.0, 
2020/1/2,18:00,0.0, ,145590, ,24.74, ,46.10, ,100.0, 
2020/1/2,19:00,0.0, ,145430, ,12.77, ,62.80, ,100.0, 
2020/1/2,20:00,0.0, ,145230, ,13.35, ,62.70, ,100.0, 
2020/1/2,21:00,0.0, ,145180, ,10.42, ,32.00, ,100.0, 
2020/1/2,22:00,0.0, ,145180, ,10.43, ,0.00, ,100.0, 
2020/1/2,23:00,0.0, ,145180, ,0.00, ,0.00, ,100.0, 
2020/1/2,24:00,0.0, ,145230, ,9.89, ,0.00, ,100.0, 
2020/1/3,01:00,0.0, ,145280, ,12.48, ,0.00, ,100.0, 
2020/1/3,02:00,0.0, ,145330, ,7.07, ,0.00, ,100.0, 
2020/1/3,03:00,0.0, ,145330, ,12.95, ,0.00, ,100.0, 
2020/1/3,04:00,0.0, ,145330, ,0.00, ,0.00, ,100.0, 
2020/1/3,05:00,0.0, ,145380, ,4.95, ,0.00, ,100.0, 
2020/1/3,06:00,0.0, ,145380, ,9.18, ,0.00, ,100.0, 
2020/1/3,07:00,0.0, ,145380, ,9.64, ,19.40, ,100.0, 
2020/1/3,08:00,0.0, ,145230, ,8.19, ,45.80, ,100.0, 
2020/1/3,09:00,0.0, ,145230, ,5.64, ,0.00, ,100.0, 
2020/1/3,10:00,0.0, ,145230, ,0.00, ,0.00, ,100.0, 
2020/1/3,11:00,0.0, ,145230, ,0.00, ,0.00, ,100.0, 
2020/1/3,12:00,0.0, ,145280, ,8.71, ,0.00, ,100.0, 
2020/1/3,13:00,0.0, ,145330, ,11.54, ,0.00, ,100.0, 
2020/1/3,14:00,0.0, ,145380, ,11.07, ,0.00, ,100.0, 
2020/1/3,15:00,0.0, ,145380, ,11.07, ,0.00, ,100.0, 
2020/1/3,16:00,0.0, ,145430, ,13.90, ,0.00, ,100.0, 
2020/1/3,17:00,0.0, ,145430, ,14.60, ,28.80, ,100.0, 
2020/1/3,18:00,0.0, ,145230, ,17.76, ,58.50, ,100.0, 
2020/1/3,19:00,0.0, ,145080, ,8.62, ,63.10, ,100.0, 
2020/1/3,20:00,0.0, ,144930, ,8.61, ,42.70, ,100.0, 
2020/1/3,21:00,0.0, ,144880, ,11.71, ,29.90, ,100.0, 
2020/1/3,22:00,0.0, ,144880, ,6.82, ,0.00, ,100.0, 
2020/1/3,23:00,0.0, ,144880, ,0.00, ,0.00, ,100.0, 
2020/1/3,24:00,0.0, ,144930, ,13.61, ,0.00, ,100.0, 
2020/1/4,01:00,0.0, ,144980, ,9.62, ,0.00, ,100.0, 
2020/1/4,02:00,0.0, ,144980, ,4.93, ,0.00, ,100.0, 
2020/1/4,03:00,0.0, ,145030, ,13.15, ,0.00, ,100.0, 
2020/1/4,04:00,0.0, ,145030, ,0.94, ,0.00, ,100.0, 
2020/1/4,05:00,0.0, ,145030, ,0.00, ,0.00, ,100.0, 
2020/1/4,06:00,0.0, ,145080, ,7.98, ,0.00, ,100.0, 
2020/1/4,07:00,0.0, ,145030, ,15.52, ,19.40, ,100.0, 
2020/1/4,08:00,0.0, ,144880, ,4.87, ,45.90, ,100.0, 
2020/1/4,09:00,0.0, ,144880, ,0.39, ,0.00, ,100.0, 
2020/1/4,10:00,0.0, ,144880, ,0.00, ,0.00, ,100.0, 
2020/1/4,11:00,0.0, ,144930, ,13.14, ,0.00, ,100.0, 
2020/1/4,12:00,0.0, ,144980, ,9.15, ,0.00, ,100.0, 
2020/1/4,13:00,0.0, ,145030, ,10.33, ,0.00, ,100.0, 
2020/1/4,14:00,0.0, ,145030, ,9.63, ,0.00, ,100.0, 
2020/1/4,15:00,0.0, ,145080, ,14.09, ,0.00, ,100.0, 
2020/1/4,16:00,0.0, ,145130, ,10.10, ,0.00, ,100.0, 
2020/1/4,17:00,0.0, ,145130, ,3.99, ,0.00, ,100.0, 
2020/1/4,18:00,0.0, ,145130, ,14.52, ,29.00, ,100.0, 
2020/1/4,19:00,0.0, ,144930, ,14.32, ,58.60, ,100.0, 
2020/1/4,20:00,0.0, ,144770, ,13.47, ,61.80, ,100.0, 
2020/1/4,21:00,0.0, ,144620, ,9.49, ,51.00, ,100.0, 
2020/1/4,22:00,0.0, ,144570, ,9.00, ,20.90, ,100.0, 
2020/1/4,23:00,0.0, ,144570, ,7.44, ,0.00, ,100.0, 
2020/1/4,24:00,0.0, ,144620, ,11.02, ,0.00, ,100.0, 
2020/1/5,01:00,0.0, ,144670, ,9.61, ,0.00, ,100.0, 
2020/1/5,02:00,0.0, ,144670, ,7.97, ,0.00, ,100.0, 
2020/1/5,03:00,0.0, ,144670, ,0.70, ,0.00, ,100.0, 
2020/1/5,04:00,0.0, ,144670, ,2.35, ,0.00, ,100.0, 
2020/1/5,05:00,0.0, ,144720, ,5.86, ,0.00, ,100.0, 
2020/1/5,06:00,0.0, ,144720, ,4.46, ,0.00, ,100.0, 
2020/1/5,07:00,0.0, ,144720, ,7.04, ,0.00, ,100.0, 
2020/1/5,08:00,0.0, ,144720, ,0.00, ,0.00, ,100.0, 
2020/1/5,09:00,0.0, ,144720, ,0.00, ,0.00, ,100.0, 
2020/1/5,10:00,0.0, ,144720, ,0.00, ,0.00, ,100.0, 
2020/1/5,11:00,0.0, ,144770, ,12.19, ,0.00, ,100.0, 
2020/1/5,12:00,0.0, ,144830, ,8.91, ,0.00, ,100.0, 
2020/1/5,13:00,0.0, ,144880, ,11.73, ,0.00, ,100.0, 
2020/1/5,14:00,0.0, ,144930, ,13.38, ,0.00, ,100.0, 
2020/1/5,15:00,0.0, ,144930, ,10.09, ,0.00, ,100.0, 
2020/1/5,16:00,0.0, ,144930, ,0.00, ,0.20, ,100.0, 
2020/1/5,17:00,0.0, ,144930, ,9.52, ,19.00, ,100.0, 
2020/1/5,18:00,0.0, ,144830, ,19.53, ,46.20, ,100.0, 
2020/1/5,19:00,0.0, ,144620, ,7.56, ,61.90, ,100.0, 
2020/1/5,20:00,0.0, ,144420, ,10.05, ,63.00, ,100.0, 
2020/1/5,21:00,0.0, ,144270, ,12.67, ,63.00, ,100.0, 
2020/1/5,22:00,0.0, ,144170, ,9.30, ,36.60, ,100.0, 
2020/1/5,23:00,0.0, ,144170, ,10.67, ,0.00, ,100.0, 
2020/1/5,24:00,0.0, ,144170, ,0.00, ,0.00, ,100.0, 
2020/1/6,01:00,0.0, ,144170, ,0.00, ,0.00, ,100.0, 
2020/1/6,02:00,0.0, ,144170, ,0.00, ,0.00, ,100.0, 
2020/1/6,03:00,0.0, ,144170, ,0.00, ,0.00, ,100.0, 
2020/1/6,04:00,0.0, ,144170, ,0.00, ,0.00, ,100.0, 
2020/1/6,05:00,0.0, ,144170, ,0.00, ,0.00, ,100.0, 
2020/1/6,06:00,0.0, ,144220, ,1.17, ,0.00, ,100.0, 
2020/1/6,07:00,0.0, ,144170, ,20.81, ,19.20, ,100.0, 
2020/1/6,08:00,0.0, ,144020, ,5.11, ,46.10, ,100.0, 
2020/1/6,09:00,0.0, ,144020, ,0.63, ,0.00, ,100.0, 
2020/1/6,10:00,0.0, ,144020, ,0.00, ,0.00, ,100.0, 
2020/1/6,11:00,0.0, ,144020, ,0.00, ,0.00, ,100.0, 
2020/1/6,12:00,0.0, ,144070, ,12.39, ,0.00, ,100.0, 
2020/1/6,13:00,0.0, ,144120, ,14.26, ,0.00, ,100.0, 
2020/1/6,14:00,0.0, ,144170, ,10.05, ,0.00, ,100.0, 
2020/1/6,15:00,0.0, ,144220, ,14.27, ,0.00, ,100.0, 
2020/1/6,16:00,0.0, ,144220, ,5.15, ,0.00, ,100.0, 
2020/1/6,17:00,0.0, ,144220, ,9.56, ,19.30, ,100.0, 
2020/1/6,18:00,0.0, ,144120, ,20.79, ,46.10, ,100.0, 
2020/1/6,19:00,0.0, ,143910, ,6.98, ,62.40, ,100.0, 
2020/1/6,20:00,0.0, ,143710, ,9.22, ,62.40, ,100.0, 
2020/1/6,21:00,0.0, ,143510, ,9.85, ,62.50, ,100.0, 
2020/1/6,22:00,0.0, ,143360, ,11.61, ,62.30, ,100.0, 
2020/1/6,23:00,0.0, ,143310, ,6.28, ,0.00, ,100.0, 
2020/1/6,24:00,0.0, ,143310, ,0.00, ,0.00, ,100.0, 
2020/1/7,01:00,0.0, ,143360, ,12.82, ,0.00, ,100.0, 
2020/1/7,02:00,0.0, ,143360, ,1.17, ,0.00, ,100.0, 
2020/1/7,03:00,0.0, ,143360, ,0.00, ,0.00, ,100.0, 
2020/1/7,04:00,0.0, ,143360, ,0.00, ,0.00, ,100.0, 
2020/1/7,05:00,0.0, ,143360, ,0.00, ,0.00, ,100.0, 
2020/1/7,06:00,0.0, ,143360, ,0.00, ,0.00, ,100.0, 
2020/1/7,07:00,0.4, ,143360, ,9.57, ,19.20, ,100.0, 
2020/1/7,08:00,0.2, ,143210, ,14.91, ,46.40, ,100.0, 
2020/1/7,09:00,0.0, ,143210, ,1.43, ,0.00, ,100.0, 
2020/1/7,10:00,0.0, ,143210, ,0.00, ,0.00, ,100.0, 
2020/1/7,11:00,0.0, ,143210, ,0.00, ,0.00, ,100.0, 
2020/1/7,12:00,0.0, ,143260, ,9.09, ,0.00, ,100.0, 
2020/1/7,13:00,0.0, ,143310, ,10.02, ,0.00, ,100.0, 
2020/1/7,14:00,0.1, ,143360, ,16.08, ,0.00, ,100.0, 
2020/1/7,15:00,0.0, ,143360, ,6.76, ,0.00, ,100.0, 
2020/1/7,16:00,0.2, ,143410, ,10.26, ,0.00, ,100.0, 
2020/1/7,17:00,0.1, ,143410, ,13.36, ,19.40, ,100.0, 
2020/1/7,18:00,0.0, ,143260, ,19.70, ,52.40, ,100.0, 
2020/1/7,19:00,0.3, ,143110, ,7.73, ,62.00, ,100.0, 
2020/1/7,20:00,0.5, ,142910, ,6.54, ,62.10, ,100.0, 
2020/1/7,21:00,0.6, ,142710, ,10.85, ,63.10, ,100.0, 
2020/1/7,22:00,1.1, ,142610, ,13.14, ,39.50, ,100.0, 
2020/1/7,23:00,0.4, ,142610, ,5.60, ,0.00, ,100.0, 
2020/1/7,24:00,0.0, ,142610, ,0.00, ,0.00, ,100.0, 
2020/1/8,01:00,0.6, ,142610, ,0.00, ,0.00, ,100.0, 
2020/1/8,02:00,1.6, ,142660, ,3.95, ,0.00, ,100.0, 
2020/1/8,03:00,2.3, ,142660, ,13.01, ,0.00, ,100.0, 
2020/1/8,04:00,7.0, ,142710, ,8.84, ,0.00, ,100.0, 
2020/1/8,05:00,7.9, ,142810, ,20.93, ,0.00, ,100.0, 
2020/1/8,06:00,3.0, ,142910, ,20.70, ,8.00, ,100.0, 
2020/1/8,07:00,0.3, ,142860, ,15.88, ,31.90, ,100.0, 
2020/1/8,08:00,0.0, ,142810, ,24.26, ,46.10, ,100.0, 
2020/1/8,09:00,0.0, ,142710, ,21.21, ,45.90, ,100.0, 
2020/1/8,10:00,0.6, ,142810, ,26.98, ,0.00, ,100.0, 
2020/1/8,11:00,0.4, ,142910, ,35.12, ,0.00, ,100.0, 
2020/1/8,12:00,0.0, ,143060, ,27.69, ,0.00, ,100.0, 
2020/1/8,13:00,0.0, ,143160, ,30.49, ,0.00, ,100.0, 
2020/1/8,14:00,0.0, ,143210, ,24.92, ,0.00, ,100.0, 
2020/1/8,15:00,0.3, ,143310, ,24.23, ,8.40, ,100.0, 
2020/1/8,16:00,0.1, ,143260, ,22.21, ,32.60, ,100.0, 
2020/1/8,17:00,0.0, ,143210, ,25.46, ,49.30, ,100.0, 
2020/1/8,18:00,0.0, ,143110, ,18.27, ,47.00, ,100.0, 
2020/1/8,19:00,0.0, ,143010, ,20.44, ,49.50, ,100.0, 
2020/1/8,20:00,0.0, ,142910, ,24.02, ,47.00, ,100.0, 
2020/1/8,21:00,0.0, ,142860, ,16.92, ,31.60, ,100.0, 
2020/1/8,22:00,0.0, ,142960, ,17.14, ,0.00, ,100.0, 
2020/1/8,23:00,0.0, ,142960, ,14.66, ,0.00, ,100.0, 
2020/1/8,24:00,0.0, ,143010, ,16.29, ,0.00, ,100.0, 
2020/1/9,01:00,0.0, ,143060, ,11.17, ,0.00, ,100.0, 
2020/1/9,02:00,0.0, ,143110, ,16.53, ,0.00, ,100.0, 
2020/1/9,03:00,0.0, ,143110, ,3.96, ,0.00, ,100.0, 
2020/1/9,04:00,0.0, ,143160, ,13.27, ,0.00, ,100.0, 
2020/1/9,05:00,0.1, ,143160, ,0.70, ,0.00, ,100.0, 
2020/1/9,06:00,0.0, ,143210, ,6.06, ,0.00, ,100.0, 
2020/1/9,07:00,0.0, ,143160, ,18.55, ,27.20, ,100.0, 
2020/1/9,08:00,0.0, ,143010, ,9.16, ,55.90, ,100.0, 
2020/1/9,09:00,0.0, ,142810, ,7.11, ,60.00, ,100.0, 
2020/1/9,10:00,0.0, ,142810, ,5.88, ,0.00, ,100.0, 
2020/1/9,11:00,0.0, ,142860, ,3.03, ,0.00, ,100.0, 
2020/1/9,12:00,0.0, ,142910, ,16.29, ,0.00, ,100.0, 
2020/1/9,13:00,0.0, ,142960, ,12.56, ,0.00, ,100.0, 
2020/1/9,14:00,0.0, ,143010, ,11.63, ,0.00, ,100.0, 
2020/1/9,15:00,0.0, ,143060, ,15.13, ,0.00, ,100.0, 
2020/1/9,16:00,0.0, ,143110, ,12.57, ,0.00, ,100.0, 
2020/1/9,17:00,0.0, ,143110, ,26.22, ,27.30, ,100.0, 
2020/1/9,18:00,0.0, ,142960, ,21.40, ,58.90, ,100.0, 
2020/1/9,19:00,0.0, ,142810, ,15.99, ,61.60, ,100.0, 
2020/1/9,20:00,0.0, ,142610, ,13.12, ,62.50, ,100.0, 
2020/1/9,21:00,0.0, ,142460, ,16.09, ,62.50, ,100.0, 
2020/1/9,22:00,0.0, ,142310, ,14.75, ,62.30, ,100.0, 
2020/1/9,23:00,0.0, ,142260, ,6.36, ,0.00, ,100.0, 
2020/1/9,24:00,0.0, ,142310, ,9.74, ,0.00, ,100.0, 
2020/1/10,01:00,0.0, ,142360, ,10.67, ,0.00, ,100.0, 
2020/1/10,02:00,0.0, ,142410, ,16.94, ,0.00, ,100.0, 
2020/1/10,03:00,0.0, ,142410, ,4.41, ,0.00, ,100.0, 
2020/1/10,04:00,0.0, ,142460, ,9.05, ,0.00, ,100.0, 
2020/1/10,05:00,0.0, ,142460, ,4.88, ,0.00, ,100.0, 
2020/1/10,06:00,0.0, ,142510, ,1.39, ,0.00, ,100.0, 
2020/1/10,07:00,0.0, ,142460, ,19.06, ,26.90, ,100.0, 
2020/1/10,08:00,0.0, ,142310, ,6.35, ,46.40, ,100.0, 
2020/1/10,09:00,0.0, ,142150, ,6.40, ,46.10, ,100.0, 
2020/1/10,10:00,0.0, ,142150, ,4.44, ,0.00, ,100.0, 
2020/1/10,11:00,0.0, ,142150, ,0.00, ,0.00, ,100.0, 
2020/1/10,12:00,0.0, ,142260, ,16.47, ,0.00, ,100.0, 
2020/1/10,13:00,0.0, ,142260, ,11.37, ,0.00, ,100.0, 
2020/1/10,14:00,0.0, ,142310, ,12.06, ,0.00, ,100.0, 
2020/1/10,15:00,0.0, ,142360, ,10.44, ,0.00, ,100.0, 
2020/1/10,16:00,0.0, ,142410, ,10.68, ,0.00, ,100.0, 
2020/1/10,17:00,0.0, ,142410, ,22.26, ,27.30, ,100.0, 
2020/1/10,18:00,0.0, ,142200, ,10.14, ,58.50, ,100.0, 
2020/1/10,19:00,0.0, ,142000, ,10.72, ,62.10, ,100.0, 
2020/1/10,20:00,0.0, ,141850, ,11.83, ,62.80, ,100.0, 
2020/1/10,21:00,0.0, ,141650, ,11.42, ,62.80, ,100.0, 
2020/1/10,22:00,0.0, ,141550, ,13.77, ,39.90, ,100.0, 
2020/1/10,23:00,0.0, ,141550, ,5.83, ,0.00, ,100.0, 
2020/1/10,24:00,0.0, ,141550, ,0.00, ,0.00, ,100.0, 
2020/1/11,01:00,0.0, ,141600, ,13.19, ,0.00, ,100.0, 
2020/1/11,02:00,0.0, ,141650, ,9.48, ,0.00, ,100.0, 
2020/1/11,03:00,0.0, ,141650, ,5.09, ,0.00, ,100.0, 
2020/1/11,04:00,0.0, ,141700, ,8.57, ,0.00, ,100.0, 
2020/1/11,05:00,0.0, ,141700, ,5.32, ,0.00, ,100.0, 
2020/1/11,06:00,0.0, ,141700, ,0.00, ,0.00, ,100.0, 
2020/1/11,07:00,0.0, ,141700, ,13.66, ,27.30, ,100.0, 
2020/1/11,08:00,0.0, ,141600, ,15.80, ,27.20, ,100.0, 
2020/1/11,09:00,0.0, ,141500, ,0.44, ,27.10, ,100.0, 
2020/1/11,10:00,0.0, ,141500, ,0.95, ,0.00, ,100.0, 
2020/1/11,11:00,0.0, ,141550, ,0.23, ,0.00, ,100.0, 
2020/1/11,12:00,0.0, ,141550, ,13.65, ,0.00, ,100.0, 
2020/1/11,13:00,0.0, ,141600, ,10.41, ,0.00, ,100.0, 
