îCà”ä˙ä‘É_ÉÄèîó åüçıåãâ 
êÖånñº,ãgñÏêÏ
âÕêÏñº,ãgñÏêÏ
äœë™èäñº,ëÅñæâYÉ_ÉÄÅiã@ç\Åj
äœë™èäãLçÜ,1368080700010
#
#îNåéì˙,éûçè,ó¨àÊïΩãœâJó ,ó¨àÊïΩãœâJó ëÆê´,íôêÖó ,íôêÖó ëÆê´,ó¨ì¸ó ,ó¨ì¸ó ëÆê´,ï˙ó¨ó ,ï˙ó¨ó ëÆê´,íôêÖó¶,íôêÖó¶ëÆê´
#ëÆê´Å@$:åáë™ -:ñ¢éÛêM
#
2011/7/1,01:00,0.1, ,197770, ,39.91, ,57.80, ,99.9, 
2011/7/1,02:00,0.0, ,197700, ,36.26, ,57.50, ,99.9, 
2011/7/1,03:00,0.3, ,197580, ,35.18, ,57.70, ,99.8, 
2011/7/1,04:00,2.0, ,197520, ,33.23, ,57.40, ,99.8, 
2011/7/1,05:00,4.5, ,197460, ,43.30, ,57.70, ,99.7, 
2011/7/1,06:00,6.1, ,197460, ,44.98, ,57.50, ,99.7, 
2011/7/1,07:00,6.0, ,197400, ,42.21, ,57.50, ,99.6, 
2011/7/1,08:00,6.7, ,197340, ,59.30, ,65.26, ,99.6, 
2011/7/1,09:00,0.9, ,197340, ,62.25, ,61.18, ,99.5, 
2011/7/1,10:00,0.8, ,197340, ,61.37, ,61.38, ,99.5, 
2011/7/1,11:00,0.8, ,197340, ,61.38, ,61.38, ,99.4, 
2011/7/1,12:00,3.3, ,197460, ,87.06, ,61.18, ,99.4, 
2011/7/1,13:00,1.5, ,197460, ,82.18, ,82.72, ,99.3, 
2011/7/1,14:00,0.1, ,197460, ,82.58, ,82.52, ,99.3, 
2011/7/1,15:00,0.0, ,197460, ,82.57, ,82.62, ,99.2, 
2011/7/1,16:00,0.0, ,197460, ,82.57, ,82.32, ,99.2, 
2011/7/1,17:00,0.0, ,197400, ,53.96, ,79.08, ,99.2, 
2011/7/1,18:00,0.1, ,197340, ,62.41, ,62.64, ,99.1, 
2011/7/1,19:00,0.4, ,197340, ,62.54, ,59.39, ,99.1, 
2011/7/1,20:00,0.3, ,197340, ,59.49, ,59.29, ,99.0, 
2011/7/1,21:00,0.0, ,197340, ,59.46, ,59.49, ,99.0, 
2011/7/1,22:00,0.0, ,197280, ,52.94, ,57.70, ,98.9, 
2011/7/1,23:00,0.0, ,197280, ,47.75, ,57.80, ,98.9, 
2011/7/1,24:00,0.0, ,197220, ,48.94, ,57.40, ,100.0, 
2011/7/2,01:00,0.0, ,197160, ,47.81, ,57.60, ,100.0, 
2011/7/2,02:00,0.0, ,197160, ,42.51, ,57.70, ,99.9, 
2011/7/2,03:00,0.0, ,197100, ,43.10, ,57.80, ,99.9, 
2011/7/2,04:00,0.0, ,197040, ,44.23, ,57.40, ,99.8, 
2011/7/2,05:00,0.0, ,196980, ,44.78, ,57.60, ,99.8, 
2011/7/2,06:00,0.0, ,196920, ,44.77, ,57.70, ,99.7, 
2011/7/2,07:00,0.0, ,196860, ,43.68, ,57.80, ,99.7, 
2011/7/2,08:00,0.0, ,196800, ,37.60, ,58.00, ,99.6, 
2011/7/2,09:00,0.0, ,196740, ,41.78, ,57.40, ,99.6, 
2011/7/2,10:00,0.0, ,196680, ,37.32, ,57.60, ,99.5, 
2011/7/2,11:00,0.0, ,196620, ,38.73, ,57.60, ,99.5, 
2011/7/2,12:00,0.0, ,196560, ,40.39, ,57.80, ,99.4, 
2011/7/2,13:00,0.0, ,196500, ,37.35, ,57.50, ,99.4, 
2011/7/2,14:00,0.0, ,196440, ,40.43, ,57.80, ,99.3, 
2011/7/2,15:00,0.0, ,196320, ,37.93, ,57.70, ,99.3, 
2011/7/2,16:00,0.0, ,196260, ,33.52, ,57.90, ,99.2, 
2011/7/2,17:00,0.0, ,196200, ,40.21, ,57.90, ,99.2, 
2011/7/2,18:00,0.0, ,196080, ,36.04, ,57.50, ,99.1, 
