îCà”ä˙ä‘É_ÉÄèîó åüçıåãâ 
êÖånñº,ãgñÏêÏ
âÕêÏñº,ãgñÏêÏ
äœë™èäñº,ëÅñæâYÉ_ÉÄÅiã@ç\Åj
äœë™èäãLçÜ,1368080700010
#
#îNåéì˙,éûçè,ó¨àÊïΩãœâJó ,ó¨àÊïΩãœâJó ëÆê´,íôêÖó ,íôêÖó ëÆê´,ó¨ì¸ó ,ó¨ì¸ó ëÆê´,ï˙ó¨ó ,ï˙ó¨ó ëÆê´,íôêÖó¶,íôêÖó¶ëÆê´
#ëÆê´Å@$:åáë™ -:ñ¢éÛêM
#
2020/10/1,01:00,0.0, ,183920, ,9.53, ,0.00, ,100.0, 
2020/10/1,02:00,0.0, ,183980, ,12.37, ,0.00, ,100.0, 
2020/10/1,03:00,0.0, ,184040, ,12.90, ,0.00, ,100.0, 
2020/10/1,04:00,0.0, ,184100, ,11.02, ,0.00, ,100.0, 
2020/10/1,05:00,0.0, ,184100, ,12.11, ,0.00, ,100.0, 
2020/10/1,06:00,0.0, ,184160, ,14.26, ,0.00, ,100.0, 
2020/10/1,07:00,0.0, ,184210, ,9.68, ,0.00, ,100.0, 
2020/10/1,08:00,0.0, ,184210, ,8.34, ,0.00, ,100.0, 
2020/10/1,09:00,0.1, ,184270, ,10.76, ,0.00,#,100.0, 
2020/10/1,10:00,0.0, ,184330, ,20.18, ,0.00,#,100.0, 
2020/10/1,11:00,0.0, ,184450, ,15.61, ,0.00,#,100.0, 
2020/10/1,12:00,0.0, ,184510, ,22.61, ,0.00,#,100.0, 
2020/10/1,13:00,0.0, ,184560, ,15.88, ,0.00,#,100.0, 
2020/10/1,14:00,0.0, ,184620, ,20.74, ,0.00,#,100.0, 
2020/10/1,15:00,0.0, ,184620, ,16.01, ,0.00,#,100.0, 
2020/10/1,16:00,0.0, ,184620, ,23.99, ,0.00,#,100.0, 
2020/10/1,17:00,0.0, ,184560, ,32.31, ,34.70, ,100.0, 
2020/10/1,18:00,0.0, ,184450, ,18.81, ,59.50, ,100.0, 
2020/10/1,19:00,0.0, ,184270, ,22.08, ,59.60, ,100.0, 
2020/10/1,20:00,0.0, ,184210, ,12.86, ,37.70, ,100.0, 
2020/10/1,21:00,0.0, ,184210, ,16.60, ,18.60, ,100.0, 
2020/10/1,22:00,0.0, ,184210, ,18.54, ,18.60, ,100.0, 
2020/10/1,23:00,0.0, ,184210, ,18.54, ,18.50, ,100.0, 
2020/10/1,24:00,0.0, ,184210, ,18.52, ,18.40, ,100.0, 
2020/10/2,01:00,0.0, ,184210, ,9.33, ,0.00, ,100.0, 
2020/10/2,02:00,0.0, ,184210, ,0.00, ,0.00, ,100.0, 
2020/10/2,03:00,0.0, ,184270, ,9.68, ,0.00, ,100.0, 
2020/10/2,04:00,0.0, ,184330, ,9.96, ,0.00, ,100.0, 
2020/10/2,05:00,0.0, ,184330, ,12.65, ,0.00, ,100.0, 
2020/10/2,06:00,0.0, ,184390, ,4.58, ,0.00, ,100.0, 
2020/10/2,07:00,0.0, ,184390, ,11.57, ,0.00, ,100.0, 
2020/10/2,08:00,0.0, ,184450, ,4.58, ,0.00, ,100.0, 
2020/10/2,09:00,0.0, ,184450, ,11.57, ,0.00, ,100.0, 
2020/10/2,10:00,0.0, ,184510, ,8.08, ,0.00, ,100.0, 
2020/10/2,11:00,0.0, ,184560, ,19.66, ,0.00, ,100.0, 
2020/10/2,12:00,0.0, ,184620, ,14.01, ,0.00, ,100.0, 
2020/10/2,13:00,0.0, ,184680, ,20.47, ,0.00, ,100.0, 
2020/10/2,14:00,0.0, ,184740, ,18.58, ,0.00, ,100.0, 
2020/10/2,15:00,0.0, ,184850, ,15.36, ,0.00, ,100.0, 
2020/10/2,16:00,0.0, ,184850, ,27.12, ,20.20, ,100.0, 
2020/10/2,17:00,0.0, ,184800, ,24.80, ,30.70, ,100.0, 
2020/10/2,18:00,0.0, ,184680, ,16.23, ,59.50, ,100.0, 
2020/10/2,19:00,0.0, ,184510, ,21.23, ,59.40, ,100.0, 
2020/10/2,20:00,0.0, ,184450, ,11.34, ,37.10, ,100.0, 
2020/10/2,21:00,0.0, ,184390, ,21.92, ,28.60, ,100.0, 
2020/10/2,22:00,0.0, ,184330, ,17.30, ,34.50, ,100.0, 
2020/10/2,23:00,0.0, ,184330, ,14.94, ,26.30, ,100.0, 
2020/10/2,24:00,0.0, ,184270, ,13.59, ,19.00, ,100.0, 
2020/10/3,01:00,0.0, ,184270, ,3.34, ,0.00, ,100.0, 
2020/10/3,02:00,0.0, ,184330, ,7.81, ,0.00, ,100.0, 
2020/10/3,03:00,0.0, ,184390, ,9.96, ,0.00, ,100.0, 
2020/10/3,04:00,0.0, ,184390, ,14.54, ,0.00, ,100.0, 
2020/10/3,05:00,0.0, ,184450, ,2.69, ,0.00, ,100.0, 
2020/10/3,06:00,0.0, ,184450, ,13.46, ,0.00, ,100.0, 
2020/10/3,07:00,0.0, ,184450, ,0.00, ,0.00, ,100.0, 
2020/10/3,08:00,0.0, ,184510, ,13.73, ,0.00, ,100.0, 
2020/10/3,09:00,0.0, ,184510, ,2.42, ,0.00, ,100.0, 
2020/10/3,10:00,0.0, ,184560, ,11.31, ,0.00, ,100.0, 
2020/10/3,11:00,0.0, ,184620, ,14.81, ,0.00, ,100.0, 
2020/10/3,12:00,0.0, ,184680, ,19.93, ,0.00, ,100.0, 
2020/10/3,13:00,0.0, ,184740, ,12.93, ,0.00, ,100.0, 
2020/10/3,14:00,0.0, ,184800, ,20.21, ,0.00, ,100.0, 
2020/10/3,15:00,0.0, ,184800, ,10.25, ,17.40, ,100.0, 
2020/10/3,16:00,0.0, ,184800, ,17.46, ,17.50, ,100.0, 
2020/10/3,17:00,0.0, ,184800, ,23.96, ,30.90, ,100.0, 
2020/10/3,18:00,0.0, ,184620, ,25.52, ,59.10, ,100.0, 
2020/10/3,19:00,0.0, ,184510, ,15.52, ,58.90, ,100.0, 
2020/10/3,20:00,0.0, ,184450, ,16.97, ,33.10, ,100.0, 
2020/10/3,21:00,0.0, ,184390, ,16.26, ,20.70, ,100.0, 
2020/10/3,22:00,0.0, ,184390, ,9.17, ,18.80, ,100.0, 
2020/10/3,23:00,0.0, ,184390, ,18.81, ,18.80, ,100.0, 
2020/10/3,24:00,0.0, ,184390, ,9.46, ,0.00, ,100.0, 
2020/10/4,01:00,0.0, ,184390, ,0.00, ,0.00, ,100.0, 
2020/10/4,02:00,0.0, ,184450, ,14.80, ,0.00, ,100.0, 
2020/10/4,03:00,0.0, ,184510, ,10.77, ,0.00, ,100.0, 
2020/10/4,04:00,0.0, ,184560, ,8.88, ,0.00, ,100.0, 
2020/10/4,05:00,0.0, ,184560, ,14.01, ,0.00, ,100.0, 
2020/10/4,06:00,0.0, ,184560, ,0.00, ,0.00, ,100.0, 
2020/10/4,07:00,0.0, ,184560, ,0.00, ,0.00, ,100.0, 
2020/10/4,08:00,0.0, ,184620, ,15.89, ,0.00, ,100.0, 
2020/10/4,09:00,0.0, ,184680, ,0.54, ,0.00, ,100.0, 
2020/10/4,10:00,0.0, ,184680, ,15.89, ,0.00, ,100.0, 
2020/10/4,11:00,0.0, ,184740, ,12.93, ,0.00, ,100.0, 
2020/10/4,12:00,0.0, ,184800, ,13.20, ,0.00, ,100.0, 
2020/10/4,13:00,0.0, ,184850, ,12.40, ,0.00, ,100.0, 
2020/10/4,14:00,0.0, ,184910, ,18.60, ,0.00, ,100.0, 
2020/10/4,15:00,0.0, ,184970, ,12.67, ,0.00, ,100.0, 
2020/10/4,16:00,0.0, ,184970, ,19.84, ,17.70, ,100.0, 
2020/10/4,17:00,0.0, ,184970, ,17.60, ,17.60, ,100.0, 
2020/10/4,18:00,0.0, ,184910, ,25.02, ,44.90, ,100.0, 
2020/10/4,19:00,0.0, ,184740, ,20.02, ,50.30, ,100.0, 
2020/10/4,20:00,0.0, ,184740, ,12.13, ,36.30, ,100.0, 
2020/10/4,21:00,0.0, ,184680, ,14.20, ,19.00, ,100.0, 
2020/10/4,22:00,0.0, ,184680, ,16.27, ,19.00, ,100.0, 
2020/10/4,23:00,0.0, ,184620, ,15.17, ,18.90, ,100.0, 
2020/10/4,24:00,0.0, ,184620, ,6.58, ,19.00, ,100.0, 
2020/10/5,01:00,0.0, ,184620, ,9.57, ,0.00, ,100.0, 
2020/10/5,02:00,0.0, ,184680, ,4.31, ,0.00, ,100.0, 
2020/10/5,03:00,0.0, ,184680, ,11.85, ,0.00, ,100.0, 
2020/10/5,04:00,0.0, ,184680, ,0.00, ,0.00, ,100.0, 
2020/10/5,05:00,0.3, ,184740, ,15.35, ,0.00, ,100.0, 
2020/10/5,06:00,0.0, ,184740, ,0.81, ,0.00, ,100.0, 
2020/10/5,07:00,0.0, ,184800, ,14.01, ,0.00, ,100.0, 
2020/10/5,08:00,0.0, ,184800, ,2.16, ,0.00, ,100.0, 
2020/10/5,09:00,0.0,-,184850, ,5.39, ,0.00, ,100.0, 
2020/10/5,10:00,0.0,-,184910, ,11.86, ,0.00, ,100.0, 
2020/10/5,11:00,0.0,-,184970, ,21.29, ,0.00, ,100.0, 
2020/10/5,12:00,0.0,-,185030, ,11.05, ,0.00, ,100.0, 
2020/10/5,13:00,0.0,-,185030, ,15.10, ,0.00, ,100.0, 
2020/10/5,14:00,0.0,-,185090, ,12.67, ,0.00, ,100.0, 
2020/10/5,15:00,0.0,-,185150, ,12.14, ,0.00, ,100.0, 
2020/10/5,16:00,0.0,-,185150, ,16.23, ,17.40, ,100.0, 
2020/10/5,17:00,0.0, ,185090, ,10.78, ,44.60, ,100.0, 
2020/10/5,18:00,0.0, ,184970, ,21.17, ,56.40, ,100.0, 
2020/10/5,19:00,0.0, ,184800, ,11.70, ,36.70, ,100.0, 
2020/10/5,20:00,0.0, ,184740, ,14.46, ,12.70, ,100.0, 
2020/10/5,21:00,0.0, ,184680, ,1.82, ,0.00, ,100.0, 
2020/10/5,22:00,0.0, ,184740, ,12.93, ,0.00, ,100.0, 
2020/10/5,23:00,0.0, ,184800, ,11.59, ,0.00, ,100.0, 
2020/10/5,24:00,0.0, ,184850, ,12.67, ,0.00, ,100.0, 
2020/10/6,01:00,0.0, ,184910, ,12.40, ,0.00, ,100.0, 
2020/10/6,02:00,0.0, ,184910, ,15.09, ,0.00, ,100.0, 
2020/10/6,03:00,0.0, ,184970, ,2.16, ,0.00, ,100.0, 
2020/10/6,04:00,0.0, ,184970, ,14.01, ,0.00, ,100.0, 
2020/10/6,05:00,0.0, ,184970, ,0.00, ,0.00, ,100.0, 
2020/10/6,06:00,0.0, ,185030, ,10.52, ,0.00, ,100.0, 
2020/10/6,07:00,0.0, ,185030, ,5.66, ,0.00, ,100.0, 
2020/10/6,08:00,0.0, ,185030, ,0.00, ,0.00, ,100.0, 
2020/10/6,09:00,0.0, ,185090, ,9.44, ,0.00, ,100.0, 
2020/10/6,10:00,0.0, ,185150, ,12.40, ,0.00, ,100.0, 
2020/10/6,11:00,0.0, ,185200, ,20.23, ,0.00, ,100.0, 
2020/10/6,12:00,0.0, ,185260, ,14.57, ,0.00, ,100.0, 
2020/10/6,13:00,0.0, ,185260, ,8.10, ,0.00, ,100.0, 
2020/10/6,14:00,0.0, ,185320, ,10.52, ,0.00, ,100.0, 
