îCà”ä˙ä‘É_ÉÄèîó åüçıåãâ 
êÖånñº,ãgñÏêÏ
âÕêÏñº,ãgñÏêÏ
äœë™èäñº,ëÅñæâYÉ_ÉÄÅiã@ç\Åj
äœë™èäãLçÜ,1368080700010
#
#îNåéì˙,éûçè,ó¨àÊïΩãœâJó ,ó¨àÊïΩãœâJó ëÆê´,íôêÖó ,íôêÖó ëÆê´,ó¨ì¸ó ,ó¨ì¸ó ëÆê´,ï˙ó¨ó ,ï˙ó¨ó ëÆê´,íôêÖó¶,íôêÖó¶ëÆê´
#ëÆê´Å@$:åáë™ -:ñ¢éÛêM
#
2020/5/1,01:00,0.0, ,195300, ,0.00, ,0.00, ,98.5, 
2020/5/1,02:00,0.0, ,195360, ,9.71, ,0.00, ,98.5, 
2020/5/1,03:00,0.0, ,195360, ,6.94, ,0.00, ,98.4, 
2020/5/1,04:00,0.0, ,195360, ,0.00, ,0.00, ,98.4, 
2020/5/1,05:00,0.0, ,195420, ,9.99, ,0.00, ,98.4, 
2020/5/1,06:00,0.0, ,195420, ,6.66, ,8.30, ,98.4, 
2020/5/1,07:00,0.0, ,195420, ,9.57, ,32.20, ,98.4, 
2020/5/1,08:00,0.0, ,195300, ,15.24, ,45.40, ,98.3, 
2020/5/1,09:00,0.0, ,195180, ,8.14, ,24.40, ,98.2, 
2020/5/1,10:00,0.0, ,195180, ,11.52, ,0.00, ,98.2, 
2020/5/1,11:00,0.0, ,195180, ,0.00, ,0.00, ,98.2, 
2020/5/1,12:00,0.0, ,195240, ,6.93, ,0.00, ,98.2, 
2020/5/1,13:00,0.0, ,195300, ,11.65, ,0.00, ,98.2, 
2020/5/1,14:00,0.0, ,195300, ,14.70, ,0.00, ,98.2, 
2020/5/1,15:00,0.0, ,195360, ,12.49, ,0.00, ,98.2, 
2020/5/1,16:00,0.0, ,195420, ,5.83, ,16.90, ,98.2, 
2020/5/1,17:00,0.0, ,195360, ,29.46, ,48.80, ,98.2, 
2020/5/1,18:00,0.0, ,195240, ,12.58, ,58.00, ,98.1, 
