リアルタイムダム諸量一覧表
水系名,吉野川
河川名,吉野川
観測所名,早明浦ダム（機構）
観測所記号,1368080700010
#
#年月日,時刻,流域平均雨量,流域平均雨量属性,貯水量,貯水量属性,流入量,流入量属性,放流量,放流量属性,貯水率,貯水率属性
#属性　$:欠測 -:未受信
#
2026/06/03,15:40,0.0, ,184850, ,198.34, ,59.50, ,0.0,-
2026/06/03,15:50,0.0, ,184910, ,195.22, ,59.60, ,0.0,-
2026/06/03,16:00,0.0, ,185030, ,188.88, ,59.70, ,100.0, 
2026/06/03,16:10,0.0, ,185150, ,187.95, ,59.60, ,0.0,-
2026/06/03,16:20,0.0, ,185150, ,190.52, ,59.70, ,0.0,-
2026/06/03,16:30,0.0, ,185200, ,185.24, ,59.60, ,0.0,-
2026/06/03,16:40,0.0, ,185320, ,179.68, ,59.70, ,0.0,-
2026/06/03,16:50,0.0, ,185380, ,179.23, ,59.60, ,0.0,-
2026/06/03,17:00,0.0, ,185380, ,179.29, ,59.70, ,100.0, 
2026/06/03,17:10,0.0, ,185440, ,172.31, ,59.50, ,0.0,-
2026/06/03,17:20,0.0, ,185550, ,166.41, ,59.70, ,0.0,-
2026/06/03,17:30,0.0, ,185610, ,168.86, ,59.60, ,0.0,-
2026/06/03,17:40,0.0, ,185610, ,167.81, ,59.70, ,0.0,-
2026/06/03,17:50,0.0, ,185670, ,160.54, ,59.70, ,0.0,-
2026/06/03,18:00,0.0, ,185790, ,158.14, ,59.70, ,100.0, 
2026/06/03,18:10,0.0, ,185850, ,163.83, ,59.70, ,0.0,-
2026/06/03,18:20,0.0, ,185850, ,163.31, ,59.80, ,0.0,-
2026/06/03,18:30,0.0, ,185900, ,155.51, ,59.80, ,0.0,-
2026/06/03,18:40,0.0, ,186020, ,155.27, ,59.70, ,0.0,-
2026/06/03,18:50,0.0, ,186080, ,161.51, ,59.70, ,0.0,-
2026/06/03,19:00,0.0, ,186080, ,158.30, ,59.80, ,100.0, 
2026/06/03,19:10,0.0, ,186140, ,149.68, ,59.80, ,0.0,-
2026/06/03,19:20,0.0, ,186250, ,150.25, ,59.70, ,0.0,-
2026/06/03,19:30,0.0, ,186250, ,155.94, ,59.60, ,0.0,-
2026/06/03,19:40,0.0, ,186250, ,152.17, ,59.70, ,0.0,-
2026/06/03,19:50,0.0, ,186370, ,143.80, ,59.70, ,0.0,-
2026/06/03,20:00,0.0, ,186430, ,147.87, ,59.70, ,100.0, 
2026/06/03,20:10,0.0, ,186430, ,151.66, ,59.70, ,0.0,-
2026/06/03,20:20,0.0, ,186430, ,145.72, ,59.70, ,0.0,-
2026/06/03,20:30,0.0, ,186550, ,138.42, ,59.70, ,0.0,-
2026/06/03,20:40,0.0, ,186660, ,141.41, ,59.70, ,0.0,-
2026/06/03,20:50,0.0, ,186600, ,146.29, ,59.70, ,0.0,-
2026/06/03,21:00,0.0, ,186600, ,137.64, ,59.70, ,100.0, 
2026/06/03,21:10,0.0, ,186720, ,133.32, ,59.70, ,0.0,-
2026/06/03,21:20,0.0, ,186840, ,139.56, ,59.70, ,0.0,-
2026/06/03,21:30,0.0, ,186780, ,143.63, ,59.70, ,0.0,-
2026/06/03,21:40,0.0, ,186780, ,136.06, ,59.80, ,0.0,-
2026/06/03,21:50,0.0, ,186900, ,130.12, ,59.70, ,0.0,-
2026/06/03,22:00,0.0, ,186960, ,137.17, ,59.60, ,100.0, 
2026/06/03,22:10,0.0, ,186960, ,138.53, ,59.80, ,0.0,-
2026/06/03,22:20,0.0, ,186960, ,129.34, ,59.70, ,0.0,-
2026/06/03,22:30,0.0, ,187070, ,124.20, ,59.70, ,0.0,-
2026/06/03,22:40,0.0, ,187130, ,131.52, ,59.70, ,0.0,-
2026/06/03,22:50,0.0, ,187070, ,133.70, ,59.80, ,0.0,-
2026/06/03,23:00,0.0, ,187130, ,124.22, ,59.60, ,100.0, 
2026/06/03,23:10,0.0, ,187250, ,121.52, ,59.70, ,0.0,-
2026/06/03,23:20,0.0, ,187250, ,128.30, ,59.70, ,0.0,-
2026/06/03,23:30,0.0, ,187250, ,129.11, ,59.80, ,0.0,-
2026/06/03,23:40,0.0, ,187250, ,119.36, ,59.70, ,0.0,-
2026/06/03,23:50,0.0, ,187370, ,116.93, ,59.70, ,0.0,-
2026/06/03,24:00,0.0, ,187420, ,125.07, ,59.50, ,100.0, 
2026/06/04,00:10,0.0, ,187370, ,125.06, ,59.20, ,0.0,-
2026/06/04,00:20,0.0, ,187420, ,116.10, ,59.20, ,0.0,-
2026/06/04,00:30,0.0, ,187480, ,115.53, ,59.10, ,0.0,-
2026/06/04,00:40,0.0, ,187540, ,123.08, ,59.00, ,0.0,-
2026/06/04,00:50,0.0, ,187540, ,123.02, ,59.30, ,0.0,-
2026/06/04,01:00,0.0, ,187540, ,114.54, ,59.30, ,100.0, 
2026/06/04,01:10,0.0, ,187660, ,115.55, ,59.40, ,0.0,-
2026/06/04,01:20,0.0, ,187660, ,122.81, ,59.30, ,0.0,-
2026/06/04,01:30,0.0, ,187660, ,121.68, ,59.30, ,0.0,-
2026/06/04,01:40,0.0, ,187720, ,114.60, ,59.10, ,0.0,-
2026/06/04,01:50,0.0, ,187780, ,114.86, ,59.30, ,0.0,-
2026/06/04,02:00,0.0, ,187780, ,119.74, ,59.20, ,100.0, 
2026/06/04,02:10,0.0, ,187780, ,115.41, ,59.30, ,0.0,-
2026/06/04,02:20,0.0, ,187830, ,109.18, ,59.20, ,0.0,-
2026/06/04,02:30,0.0, ,187890, ,110.54, ,59.20, ,0.0,-
2026/06/04,02:40,0.0, ,187890, ,113.81, ,59.20, ,0.0,-
2026/06/04,02:50,0.0, ,187890, ,110.02, ,59.30, ,0.0,-
2026/06/04,03:00,0.0, ,187950, ,106.77, ,59.30, ,100.0, 
2026/06/04,03:10,0.0, ,188010, ,110.85, ,59.20, ,0.0,-
2026/06/04,03:20,0.0, ,188010, ,114.12, ,59.30, ,0.0,-
2026/06/04,03:30,0.0, ,188010, ,109.77, ,59.30, ,0.0,-
2026/06/04,03:40,0.0, ,188130, ,108.15, ,59.30, ,0.0,-
2026/06/04,03:50,0.0, ,188130, ,112.78, ,59.30, ,0.0,-
2026/06/04,04:00,0.0, ,188130, ,113.06, ,59.30, ,100.0, 
2026/06/04,04:10,0.0, ,188190, ,107.91, ,59.40, ,0.0,-
2026/06/04,04:20,0.0, ,188250, ,106.57, ,59.40, ,0.0,-
2026/06/04,04:30,0.0, ,188250, ,111.48, ,59.40, ,0.0,-
2026/06/04,04:40,0.0, ,188250, ,110.68, ,59.40, ,0.0,-
2026/06/04,04:50,0.0, ,188250, ,105.26, ,59.40, ,0.0,-
2026/06/04,05:00,0.0, ,188300, ,104.73, ,59.30, ,100.0, 
2026/06/04,05:10,0.0, ,188300, ,106.91, ,59.20, ,0.0,-
2026/06/04,05:20,0.0, ,188300, ,103.65, ,59.20, ,0.0,-
2026/06/04,05:30,0.0, ,188360, ,97.93, ,59.30, ,0.0,-
2026/06/04,05:40,0.0, ,188420, ,98.75, ,59.30, ,0.0,-
2026/06/04,05:50,0.0, ,188420, ,101.46, ,59.20, ,0.0,-
2026/06/04,06:00,0.0, ,188420, ,99.81, ,59.10, ,100.0, 
2026/06/04,06:10,0.0, ,188480, ,99.25, ,59.30, ,0.0,-
2026/06/04,06:20,0.0, ,188480, ,102.23, ,59.30, ,0.0,-
2026/06/04,06:30,0.0, ,188480, ,102.77, ,59.30, ,0.0,-
2026/06/04,06:40,0.0, ,188540, ,99.23, ,59.30, ,0.0,-
2026/06/04,06:50,0.0, ,188540, ,96.50, ,59.30, ,0.0,-
2026/06/04,07:00,0.0, ,188600, ,98.14, ,59.20, ,100.0, 
2026/06/04,07:10,0.0, ,188540, ,96.24, ,59.30, ,0.0,-
2026/06/04,07:20,0.0, ,188600, ,92.98, ,59.10, ,0.0,-
2026/06/04,07:30,0.0, ,188660, ,93.80, ,59.20, ,0.0,-
2026/06/04,07:40,0.0, ,188660, ,96.26, ,59.10, ,0.0,-
2026/06/04,07:50,0.0, ,188660, ,96.25, ,59.30, ,0.0,-
2026/06/04,08:00,0.0, ,188720, ,92.17, ,59.40, ,100.0, 
2026/06/04,08:10,0.0, ,188720, ,92.98, ,59.10, ,0.0,-
2026/06/04,08:20,0.0, ,188720, ,94.07, ,59.50, ,0.0,-
2026/06/04,08:30,0.0, ,188720, ,91.90, ,59.30, ,0.0,-
2026/06/04,08:40,0.0, ,188770, ,88.64, ,59.30, ,0.0,-
2026/06/04,08:50,0.0, ,188770, ,88.66, ,59.30, ,0.0,-
2026/06/04,09:00,0.0, ,188770, ,90.86, ,59.40, ,100.0, 
2026/06/04,09:10,0.0, ,188830, ,87.88, ,59.40, ,0.0,-
2026/06/04,09:20,0.0, ,188830, ,87.36, ,59.40, ,0.0,-
2026/06/04,09:30,0.0, ,188830, ,88.46, ,59.30, ,0.0,-
2026/06/04,09:40,0.0, ,188830, ,89.02, ,59.30, ,0.0,-
2026/06/04,09:50,0.0, ,188890, ,89.03, ,59.30, ,0.0,-
2026/06/04,10:00,0.0, ,188890, ,88.22, ,59.40, ,100.0, 
2026/06/04,10:10,0.0, ,188890, ,89.85, ,59.30, ,0.0,-
2026/06/04,10:20,0.0, ,188890, ,87.13, ,59.50, ,0.0,-
2026/06/04,10:30,0.0, ,188950, ,86.58, ,59.40, ,0.0,-
2026/06/04,10:40,0.0, ,188950, ,87.68, ,59.40, ,0.0,-
2026/06/04,10:50,0.0, ,188950, ,84.96, ,59.40, ,0.0,-
2026/06/04,11:00,0.0, ,188950, ,82.78, ,59.40, ,100.0, 
2026/06/04,11:10,0.0, ,189010, ,82.52, ,59.30, ,0.0,-
2026/06/04,11:20,0.0, ,189070, ,86.07, ,59.40, ,0.0,-
2026/06/04,11:30,0.0, ,189070, ,87.16, ,59.40, ,0.0,-
2026/06/04,11:40,0.0, ,189070, ,87.16, ,59.40, ,0.0,-
2026/06/04,11:50,0.0, ,189070, ,89.88, ,59.40, ,0.0,-
2026/06/04,12:00,0.0, ,189070, ,92.60, ,59.30, ,100.0, 
2026/06/04,12:10,0.0, ,189070, ,92.59, ,59.30, ,0.0,-
2026/06/04,12:20,0.0, ,189070, ,88.22, ,59.30, ,0.0,-
2026/06/04,12:30,0.0, ,189130, ,83.04, ,59.30, ,0.0,-
2026/06/04,12:40,0.0, ,189130, ,80.31, ,59.30, ,0.0,-
2026/06/04,12:50,0.0, ,189130, ,77.57, ,59.40, ,0.0,-
2026/06/04,13:00,0.0, ,189130, ,74.84, ,59.40, ,100.0, 
2026/06/04,13:10,0.0, ,189130, ,71.84, ,59.40, ,0.0,-
2026/06/04,13:20,0.0, ,189190, ,74.02, ,59.40, ,0.0,-
2026/06/04,13:30,0.0, ,189130, ,75.11, ,59.50, ,0.0,-
2026/06/04,13:40,0.0, ,189130, ,72.40, ,59.40, ,0.0,-
2026/06/04,13:50,0.0, ,189190, ,72.41, ,59.30, ,0.0,-
2026/06/04,14:00,0.0, ,189190, ,72.43, ,59.30, ,100.0, 
2026/06/04,14:10,0.0, ,189190, ,73.52, ,59.40, ,0.0,-
2026/06/04,14:20,0.0, ,189190, ,70.80, ,59.40, ,0.0,-
2026/06/04,14:30,0.2, ,189250, ,72.71, ,59.30, ,0.0,-
2026/06/04,14:40,0.1, ,189190, ,77.61, ,59.30, ,0.0,-
2026/06/04,14:50,0.0, ,189250, ,77.33, ,59.30, ,0.0,-
2026/06/04,15:00,0.0, ,189250, ,77.32, ,59.20, ,100.0, 
2026/06/04,15:10,0.1, ,189250, ,76.50, ,59.30, ,0.0,-
2026/06/04,15:20,0.1, ,189250, ,77.85, ,59.40, ,0.0,-
2026/06/04,15:30,0.0, ,189250, ,75.66, ,59.20, ,0.0,-
2026/06/04,15:40,0.1, ,189250, ,71.29, ,59.30, ,0.0,-
2026/06/04,15:50,0.0, ,189250, ,69.11, ,59.20, ,0.0,-
2026/06/04,16:00,0.0, ,189300, ,68.28, ,59.30, ,100.0, 
2026/06/04,16:10,0.1, ,189250, ,69.64, ,59.40, ,0.0,-
2026/06/04,16:20,0.2, ,189300, ,67.46, ,59.30, ,0.0,-
2026/06/04,16:30,0.3, ,189300, ,68.55, ,59.30, ,0.0,-
2026/06/04,16:40,0.0, ,189300, ,70.73, ,59.20, ,0.0,-
2026/06/04,16:50,0.0, ,189300, ,73.18, ,59.30, ,0.0,-
2026/06/04,17:00,0.1, ,189300, ,72.09, ,59.30, ,100.0, 
2026/06/04,17:10,0.1, ,189360, ,70.18, ,59.20, ,0.0,-
2026/06/04,17:20,0.2, ,189300, ,71.81, ,59.40, ,0.0,-
2026/06/04,17:30,0.0, ,189300, ,69.08, ,59.30, ,0.0,-
2026/06/04,17:40,0.2, ,189300, ,66.36, ,59.30, ,0.0,-
2026/06/04,17:50,0.5, ,189360, ,65.55, ,59.30, ,0.0,-
2026/06/04,18:00,0.6, ,189360, ,67.46, ,59.40, ,100.0, 
2026/06/04,18:10,0.6, ,189360, ,67.74, ,59.30, ,0.0,-
2026/06/04,18:20,0.7, ,189360, ,68.30, ,59.40, ,0.0,-
2026/06/04,18:30,0.5, ,189360, ,71.03, ,59.50, ,0.0,-
2026/06/04,18:40,0.5, ,189360, ,73.77, ,59.40, ,0.0,-
2026/06/04,18:50,0.3, ,189360, ,72.68, ,59.40, ,0.0,-
2026/06/04,19:00,0.6, ,189420, ,71.33, ,59.30, ,100.0, 
2026/06/04,19:10,0.6, ,189360, ,71.88, ,59.40, ,0.0,-
2026/06/04,19:20,0.1, ,189420, ,70.25, ,59.40, ,0.0,-
2026/06/04,19:30,0.5, ,189420, ,70.26, ,59.30, ,0.0,-
2026/06/04,19:40,1.1, ,189420, ,70.26, ,59.30, ,0.0,-
2026/06/04,19:50,1.4, ,189420, ,72.17, ,59.30, ,0.0,-
2026/06/04,20:00,1.3, ,189420, ,72.16, ,59.20, ,100.0, 
2026/06/04,20:10,1.1, ,189420, ,70.52, ,59.30, ,0.0,-
2026/06/04,20:20,0.9, ,189480, ,72.41, ,59.30, ,0.0,-
2026/06/04,20:30,0.4, ,189480, ,72.39, ,59.20, ,0.0,-
2026/06/04,20:40,0.4, ,189480, ,72.38, ,59.40, ,0.0,-
2026/06/04,20:50,0.6, ,189480, ,72.37, ,59.30, ,0.0,-
2026/06/04,21:00,0.5, ,189480, ,73.73, ,59.30, ,100.0, 
2026/06/04,21:10,0.6, ,189480, ,75.91, ,59.40, ,0.0,-
2026/06/04,21:20,0.8, ,189480, ,74.28, ,59.40, ,0.0,-
2026/06/04,21:30,1.5, ,189540, ,72.11, ,59.30, ,0.0,-
2026/06/04,21:40,1.0, ,189540, ,72.12, ,59.40, ,0.0,-
2026/06/04,21:50,1.1, ,189540, ,72.13, ,59.30, ,0.0,-
2026/06/04,22:00,1.1, ,189540, ,72.14, ,59.30, ,100.0, 
2026/06/04,22:10,1.3, ,189600, ,74.32, ,59.30, ,0.0,-
2026/06/04,22:20,1.0, ,189660, ,79.77, ,59.40, ,0.0,-
2026/06/04,22:30,1.0, ,189660, ,86.86, ,59.40, ,0.0,-
2026/06/04,22:40,0.5, ,189660, ,89.58, ,59.20, ,0.0,-
2026/06/04,22:50,0.9, ,189720, ,94.48, ,59.20, ,0.0,-
2026/06/04,23:00,0.4, ,189770, ,100.19, ,59.30, ,100.0, 
2026/06/04,23:10,0.6, ,189770, ,103.46, ,59.40, ,0.0,-
2026/06/04,23:20,0.5, ,189770, ,103.46, ,59.30, ,0.0,-
2026/06/04,23:30,0.1, ,189830, ,103.19, ,59.40, ,0.0,-
2026/06/04,23:40,0.0, ,189890, ,107.55, ,59.30, ,0.0,-
2026/06/04,23:50,0.3, ,189950, ,109.19, ,59.20, ,0.0,-
2026/06/04,24:00,0.5, ,189950, ,111.38, ,59.10, ,100.0, 
2026/06/05,00:10,0.1, ,190070, ,114.93, ,59.30, ,0.0,-
2026/06/05,00:20,0.6, ,190130, ,122.85, ,59.00, ,0.0,-
2026/06/05,00:30,0.6, ,190190, ,130.21, ,59.30, ,0.0,-
2026/06/05,00:40,0.6, ,190250, ,135.94, ,59.30, ,0.0,-
2026/06/05,00:50,0.7, ,190310, ,144.13, ,59.50, ,0.0,-
2026/06/05,01:00,0.4, ,190360, ,152.05, ,59.20, ,100.0, 
2026/06/05,01:10,0.3, ,190420, ,158.89, ,59.40, ,0.0,-
2026/06/05,01:20,0.6, ,190540, ,161.92, ,59.30, ,0.0,-
2026/06/05,01:30,0.6, ,190600, ,167.41, ,59.30, ,0.0,-
2026/06/05,01:40,0.4, ,190660, ,171.81, ,59.30, ,0.0,-
2026/06/05,01:50,0.0, ,190720, ,173.49, ,59.30, ,0.0,-
2026/06/05,02:00,0.3, ,190780, ,173.79, ,59.50, ,100.0, 
2026/06/05,02:10,0.6, ,190900, ,175.19, ,59.40, ,0.0,-
2026/06/05,02:20,0.0, ,190950, ,177.41, ,59.40, ,0.0,-
2026/06/05,02:30,0.1, ,191010, ,175.52, ,59.10, ,0.0,-
2026/06/05,02:40,0.0, ,191070, ,174.17, ,59.00, ,0.0,-
2026/06/05,02:50,0.0, ,191130, ,174.45, ,59.00, ,0.0,-
2026/06/05,03:00,0.0, ,191190, ,175.27, ,59.10, ,100.0, 
2026/06/05,03:10,0.2, ,191250, ,173.06, ,59.00, ,0.0,-
2026/06/05,03:20,0.0, ,191310, ,171.13, ,59.10, ,0.0,-
2026/06/05,03:30,0.0, ,191430, ,171.92, ,59.00, ,0.0,-
2026/06/05,03:40,0.0, ,191490, ,171.63, ,58.90, ,0.0,-
2026/06/05,03:50,0.0, ,191490, ,169.42, ,59.00, ,0.0,-
2026/06/05,04:00,0.0, ,191610, ,167.50, ,59.10, ,100.0, 
2026/06/05,04:10,0.0, ,191660, ,168.05, ,58.80, ,0.0,-
2026/06/05,04:20,0.0, ,191660, ,166.97, ,59.00, ,0.0,-
2026/06/05,04:30,0.1, ,191780, ,164.24, ,58.90, ,0.0,-
2026/06/05,04:40,0.0, ,191840, ,162.88, ,59.10, ,0.0,-
2026/06/05,04:50,0.0, ,191900, ,162.89, ,58.90, ,0.0,-
2026/06/05,05:00,0.2, ,191900, ,160.44, ,58.90, ,100.0, 
2026/06/05,05:10,0.0, ,191960, ,156.62, ,59.10, ,0.0,-
2026/06/05,05:20,0.0, ,192020, ,156.09, ,59.00, ,0.0,-
2026/06/05,05:30,0.1, ,192080, ,155.29, ,59.00, ,0.0,-
2026/06/05,05:40,0.0, ,192140, ,152.57, ,58.90, ,0.0,-
2026/06/05,05:50,0.1, ,192200, ,148.75, ,58.90, ,0.0,-
2026/06/05,06:00,0.0, ,192260, ,148.76, ,59.00, ,100.0, 
2026/06/05,06:10,0.0, ,192260, ,148.78, ,59.10, ,0.0,-
2026/06/05,06:20,0.0, ,192320, ,146.04, ,59.10, ,0.0,-
2026/06/05,06:30,0.0, ,192380, ,143.03, ,59.00, ,0.0,-
2026/06/05,06:40,0.0, ,192440, ,142.49, ,59.20, ,0.0,-
2026/06/05,06:50,0.0, ,192440, ,142.23, ,59.00, ,0.0,-
2026/06/05,07:00,0.2, ,192500, ,137.57, ,59.00, ,100.0, 
2026/06/05,07:10,0.0, ,192550, ,135.12, ,59.00, ,0.0,-
2026/06/05,07:20,0.0, ,192610, ,132.66, ,59.00, ,0.0,-
2026/06/05,07:30,0.1, ,192610, ,132.40, ,58.80, ,0.0,-
2026/06/05,07:40,0.1, ,192610, ,128.29, ,59.10, ,0.0,-
2026/06/05,07:50,0.0, ,192730, ,126.09, ,59.00, ,0.0,-
2026/06/05,08:00,0.0, ,192730, ,127.75, ,59.00, ,100.0, 
2026/06/05,08:10,0.0, ,192730, ,125.55, ,59.20, ,0.0,-
2026/06/05,08:20,0.0, ,192790, ,123.91, ,58.90, ,0.0,-
2026/06/05,08:30,0.0, ,192850, ,120.34, ,59.10, ,0.0,-
2026/06/05,08:40,0.0, ,192850, ,121.73, ,59.10, ,0.0,-
2026/06/05,08:50,0.0, ,192850, ,119.00, ,59.00, ,0.0,-
2026/06/05,09:00,0.0, ,192910, ,114.62, ,59.00, ,100.0, 
2026/06/05,09:10,0.0, ,192970, ,113.81, ,58.90, ,0.0,-
2026/06/05,09:20,0.0, ,192970, ,113.54, ,59.00, ,0.0,-
2026/06/05,09:30,0.0, ,192970, ,112.45, ,58.90, ,0.0,-
2026/06/05,09:40,0.2, ,193030, ,109.14, ,59.00, ,0.0,-
2026/06/05,09:50,0.3, ,193030, ,109.13, ,59.00, ,0.0,-
2026/06/05,10:00,0.0, ,193090, ,109.40, ,59.10, ,100.0, 
2026/06/05,10:10,0.0, ,193090, ,107.74, ,58.90, ,0.0,-
2026/06/05,10:20,0.0, ,193150, ,104.70, ,59.10, ,0.0,-
2026/06/05,10:30,0.0, ,193150, ,105.25, ,59.00, ,0.0,-
2026/06/05,10:40,0.0, ,193150, ,103.61, ,59.00, ,0.0,-
2026/06/05,10:50,0.0, ,193210, ,103.34, ,59.00, ,0.0,-
2026/06/05,11:00,0.0, ,193210, ,100.87, ,59.00, ,0.0,-
2026/06/05,11:10,0.0, ,193270, ,100.60, ,59.00, ,0.0,-
2026/06/05,11:20,0.0, ,193270, ,101.71, ,59.00, ,0.0,-
2026/06/05,11:30,0.0, ,193270, ,98.95, ,59.00, ,0.0,-
2026/06/05,11:40,0.0, ,193330, ,101.16, ,59.00, ,0.0,-
2026/06/05,11:50,0.2, ,193330, ,98.96, ,59.00, ,0.0,-
2026/06/05,12:00,0.0, ,193390, ,99.24, ,59.00, ,100.0, 
2026/06/05,12:10,0.1, ,193390, ,98.69, ,58.90, ,0.0,-
2026/06/05,12:20,0.0, ,193390, ,96.76, ,58.90, ,0.0,-
2026/06/05,12:30,0.0, ,193450, ,98.13, ,58.90, ,0.0,-
2026/06/05,12:40,0.0, ,193450, ,95.38, ,59.00, ,0.0,-
2026/06/05,12:50,0.2, ,193450, ,95.09, ,59.00, ,0.0,-
2026/06/05,13:00,0.1, ,193510, ,95.36, ,59.10, ,100.0, 
2026/06/05,13:10,0.0, ,193510, ,94.26, ,59.20, ,0.0,-
2026/06/05,13:20,0.0, ,193510, ,94.27, ,59.10, ,0.0,-
2026/06/05,13:30,0.0, ,193510, ,91.52, ,58.90, ,0.0,-
2026/06/05,13:40,0.2, ,193570, ,91.26, ,58.90, ,0.0,-
2026/06/05,13:50,0.0, ,193570, ,91.27, ,58.90, ,0.0,-
2026/06/05,14:00,0.2, ,193570, ,89.07, ,58.90, ,100.0, 
2026/06/05,14:20,0.1, ,193630, ,87.67, ,58.80, ,0.0,-
2026/06/05,14:30,0.0, ,193630, ,89.02, ,58.90, ,0.0,-
2026/06/05,14:40,0.0, ,193630, ,86.79, ,58.90, ,0.0,-
2026/06/05,14:50,0.1, ,193690, ,86.22, ,58.60, ,0.0,-
2026/06/05,15:00,0.0, ,193690, ,87.58, ,58.60, ,100.0, 
2026/06/05,15:10,0.0, ,193690, ,87.55, ,58.60, ,0.0,-
2026/06/05,15:20,0.1, ,193750, ,87.25, ,58.60, ,0.0,-
2026/06/05,15:30,0.0, ,193750, ,87.22, ,58.60, ,0.0,-
2026/06/05,15:40,0.0, ,193750, ,90.23, ,58.70, ,0.0,-
2026/06/05,15:50,0.1, ,193800, ,89.91, ,58.60, ,0.0,-
2026/06/05,16:00,0.2, ,193800, ,89.88, ,58.70, ,100.0, 
2026/06/05,16:10,0.1, ,193800, ,91.23, ,58.60, ,0.0,-
2026/06/05,16:20,0.0, ,193800, ,89.01, ,58.70, ,0.0,-
2026/06/05,16:30,0.0, ,193860, ,88.45, ,58.50, ,0.0,-
2026/06/05,16:40,0.1, ,193860, ,87.35, ,58.60, ,0.0,-
2026/06/05,16:50,0.1, ,193860, ,86.80, ,58.60, ,0.0,-
2026/06/05,17:00,0.2, ,193860, ,84.04, ,58.60, ,100.0, 
2026/06/05,17:10,0.0, ,193920, ,81.83, ,58.60, ,0.0,-
2026/06/05,17:20,0.0, ,193920, ,84.32, ,58.70, ,0.0,-
2026/06/05,17:30,0.0, ,193920, ,82.66, ,58.70, ,0.0,-
2026/06/05,17:40,0.1, ,193920, ,80.44, ,58.60, ,0.0,-
2026/06/05,17:50,0.0, ,193980, ,79.61, ,58.50, ,0.0,-
2026/06/05,18:00,0.0, ,193980, ,82.37, ,58.70, ,100.0, 
2026/06/05,18:10,0.2, ,193980, ,84.03, ,58.60, ,0.0,-
2026/06/05,18:20,0.0, ,193980, ,81.27, ,58.60, ,0.0,-
2026/06/05,18:30,0.0, ,193980, ,80.71, ,58.50, ,0.0,-
2026/06/05,18:40,0.0, ,194040, ,83.19, ,58.50, ,0.0,-
2026/06/05,18:50,0.0, ,194040, ,84.84, ,58.40, ,0.0,-
2026/06/05,19:00,0.2, ,194040, ,82.06, ,58.40, ,100.0, 
2026/06/05,19:10,0.0, ,194040, ,79.83, ,58.50, ,0.0,-
2026/06/05,19:20,0.0, ,194100, ,82.02, ,58.60, ,0.0,-
2026/06/05,19:30,0.0, ,194100, ,84.76, ,58.30, ,0.0,-
2026/06/05,19:40,0.0, ,194100, ,82.53, ,58.50, ,0.0,-
2026/06/05,19:50,0.0, ,194100, ,80.31, ,58.50, ,0.0,-
2026/06/05,20:00,0.2, ,194160, ,80.85, ,58.50, ,100.0, 
2026/06/05,20:10,0.1, ,194160, ,83.61, ,58.50, ,0.0,-
2026/06/05,20:20,0.1, ,194160, ,81.96, ,58.60, ,0.0,-
2026/06/05,20:30,0.0, ,194160, ,79.21, ,58.50, ,0.0,-
2026/06/05,20:40,0.0, ,194160, ,78.94, ,58.50, ,0.0,-
2026/06/05,20:50,0.2, ,194220, ,80.89, ,58.50, ,0.0,-
2026/06/05,21:00,0.0, ,194220, ,82.56, ,58.50, ,100.0, 
2026/06/05,21:10,0.0, ,194220, ,79.81, ,58.50, ,0.0,-
2026/06/05,21:20,0.0, ,194220, ,79.26, ,58.50, ,0.0,-
2026/06/05,21:30,0.0, ,194220, ,79.81, ,58.40, ,0.0,-
2026/06/05,21:40,0.0, ,194220, ,80.91, ,58.50, ,0.0,-
2026/06/05,21:50,0.0, ,194280, ,79.79, ,58.40, ,0.0,-
2026/06/05,22:00,0.0, ,194280, ,77.57, ,58.40, ,100.0, 
2026/06/05,22:10,0.0, ,194280, ,77.56, ,58.50, ,0.0,-
2026/06/05,22:20,0.0, ,194340, ,77.83, ,58.50, ,0.0,-
2026/06/05,22:30,0.0, ,194340, ,79.49, ,58.60, ,0.0,-
2026/06/05,22:40,0.0, ,194340, ,80.04, ,58.40, ,0.0,-
2026/06/05,22:50,0.0, ,194340, ,79.21, ,58.40, ,0.0,-
2026/06/05,23:00,0.0, ,194340, ,79.21, ,58.40, ,100.0, 
2026/06/05,23:10,0.0, ,194340, ,79.22, ,58.60, ,0.0,-
2026/06/05,23:20,0.0, ,194400, ,80.33, ,58.50, ,0.0,-
2026/06/05,23:30,0.0, ,194400, ,78.12, ,58.50, ,0.0,-
2026/06/05,23:40,0.0, ,194400, ,76.47, ,58.40, ,0.0,-
2026/06/05,23:50,0.0, ,194400, ,76.47, ,58.50, ,0.0,-
2026/06/05,24:00,0.0, ,194400, ,76.48, ,58.60, ,100.0, 
2026/06/06,00:10,0.0, ,194460, ,77.59, ,58.50, ,0.0,-
2026/06/06,00:20,0.0, ,194460, ,74.82, ,58.60, ,0.0,-
2026/06/06,00:30,0.0, ,194460, ,74.83, ,58.60, ,0.0,-
2026/06/06,00:40,0.0, ,194460, ,74.83, ,58.50, ,0.0,-
2026/06/06,00:50,0.0, ,194460, ,74.84, ,58.50, ,0.0,-
2026/06/06,01:00,0.0, ,194460, ,74.84, ,58.70, ,100.0, 
2026/06/06,01:10,0.0, ,194520, ,72.90, ,58.60, ,0.0,-
2026/06/06,01:20,0.0, ,194520, ,75.95, ,58.50, ,0.0,-
